,sample,row,column,WellID,donor,stimulus,LPS (ng/mL),ConA (ug/mL),PolyIC (ug/mL),PMA (ng/mL),ionomicyn (ng/mL),nELISA ID,nELISA SNR,UniProt,SampleID,SampleType,PlateID,DataAnalysisRefID,OlinkID,Assay,AssayType,Panel,Block,Count,ExtNPX,NPX,Normalization,PCNormalizedNPX,AssayQC,SampleQC,ExploreVersion,IntraCV,InterCV,SampleBlockQCWarn,SampleBlockQCFail,BlockQCFail,AssayQCWarn,NCLOD
6542,33,C,9,C9,D3,LPS,100.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,26.28679,P80162,C9,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,204.0,-7.266556739807129,-0.8895618915557861,Plate control,-0.8895618915557861,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6543,34,C,10,C10,D3,LPS,2000.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,28.0677,P80162,C10,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,121.0,-7.9616289138793945,-1.5846340656280518,Plate control,-1.5846340656280518,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6544,35,C,11,C11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,29.11503,P80162,C11,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,151.0,-7.643808364868164,-1.2668133974075317,Plate control,-1.2668133974075317,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6545,37,D,1,D1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,0.480014,P80162,D1,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-15.37961483001709,-9.002620697021484,Plate control,-9.002620697021484,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6546,38,D,2,D2,D4,ConA,0.0,0.5,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-1.801495,P80162,D2,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,8.0,-12.025788307189941,-5.6487932205200195,Plate control,-5.6487932205200195,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6547,39,D,3,D3,D4,ConA,0.0,2.5,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,7.085308,P80162,D3,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,76.0,-8.65463638305664,-2.2776410579681396,Plate control,-2.2776410579681396,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6548,40,D,4,D4,D4,ConA,0.0,12.5,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,29.14804,P80162,D4,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,188.0,-7.320200443267822,-0.9432054162025452,Plate control,-0.9432054162025452,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6549,41,D,5,D5,D4,ConA,0.0,25.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,13.70408,P80162,D5,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,173.0,-7.202902317047119,-0.825907289981842,Plate control,-0.825907289981842,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6550,42,D,6,D6,D1,ConA,0.0,12.5,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,25.18989,P80162,D6,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,225.0,-7.161170959472656,-0.7841760516166687,Plate control,-0.7841760516166687,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6551,43,D,7,D7,D4,LPS,0.1,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,29.52636,P80162,D7,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,210.0,-7.4174909591674805,-1.0404958724975586,Plate control,-1.0404958724975586,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6552,44,D,8,D8,D4,LPS,5.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,30.17322,P80162,D8,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,100.0,-8.074462890625,-1.697467565536499,Plate control,-1.697467565536499,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6553,45,D,9,D9,D4,LPS,100.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,26.41162,P80162,D9,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,158.0,-7.869271755218506,-1.492276668548584,Plate control,-1.492276668548584,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6554,46,D,10,D10,D4,LPS,2000.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,26.06209,P80162,D10,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,158.0,-7.497927665710449,-1.1209325790405273,Plate control,-1.1209325790405273,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6555,47,D,11,D11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,25.89963,P80162,D11,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,111.0,-7.804567337036133,-1.4275721311569214,Plate control,-1.4275721311569214,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6556,49,E,1,E1,D1,unstimulated,0.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.2434058,P80162,E1,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-16.426673889160156,-10.049678802490234,Plate control,-10.049678802490234,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6557,50,E,2,E2,D1,PolyIC,0.0,0.0,0.4,0.0,0.0,36.1 - CXCL6 - nEL xDR,0.9927393,P80162,E2,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-16.270896911621094,-9.893902778625488,Plate control,-9.893902778625488,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6558,51,E,3,E3,D1,PolyIC,0.0,0.0,2.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-1.618615,P80162,E3,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,3.0,-14.780146598815918,-8.403151512145996,Plate control,-8.403151512145996,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6559,52,E,4,E4,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.9311125,P80162,E4,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-16.2631778717041,-9.88618278503418,Plate control,-9.88618278503418,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6560,53,E,5,E5,D1,PolyIC,0.0,0.0,100.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-1.697478,P80162,E5,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-16.351680755615234,-9.974686622619629,Plate control,-9.974686622619629,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6561,54,E,6,E6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-2.697614,P80162,E6,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,2.0,-15.455792427062988,-9.078797340393066,Plate control,-9.078797340393066,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6562,55,E,7,E7,D1,PMAi,0.0,0.0,0.0,0.1,10.0,36.1 - CXCL6 - nEL xDR,-0.4157826,P80162,E7,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,17.0,-12.23397159576416,-5.8569769859313965,Plate control,-5.8569769859313965,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6563,56,E,8,E8,D1,PMAi,0.0,0.0,0.0,0.5,50.0,36.1 - CXCL6 - nEL xDR,8.595795,P80162,E8,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,38.0,-9.43758773803711,-3.0605928897857666,Plate control,-3.0605928897857666,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6564,57,E,9,E9,D1,PMAi,0.0,0.0,0.0,1.0,100.0,36.1 - CXCL6 - nEL xDR,-0.5250972,P80162,E9,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,10.0,-11.044120788574219,-4.667125701904297,Plate control,-4.667125701904297,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6565,58,E,10,E10,D1,PMAi,0.0,0.0,0.0,5.0,500.0,36.1 - CXCL6 - nEL xDR,-2.74608,P80162,E10,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-14.117237091064453,-7.740242004394531,Plate control,-7.740242004394531,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6566,59,E,11,E11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,36.1 - CXCL6 - nEL xDR,-0.4629544,P80162,E11,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,4.0,-12.30178165435791,-5.9247870445251465,Plate control,-5.9247870445251465,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6567,61,F,1,F1,D2,unstimulated,0.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.5316995,P80162,F1,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,15.0,-11.75483226776123,-5.37783670425415,Plate control,-5.37783670425415,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6568,62,F,2,F2,D2,PolyIC,0.0,0.0,0.4,0.0,0.0,36.1 - CXCL6 - nEL xDR,-1.129723,P80162,F2,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,6.0,-13.125978469848633,-6.748983383178711,Plate control,-6.748983383178711,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6569,63,F,3,F3,D2,PolyIC,0.0,0.0,2.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.529278,P80162,F3,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,28.0,-11.071486473083496,-4.694491386413574,Plate control,-4.694491386413574,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6570,64,F,4,F4,D2,PolyIC,0.0,0.0,10.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.2568238,P80162,F4,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,2.0,-14.419631004333496,-8.042635917663574,Plate control,-8.042635917663574,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6571,65,F,5,F5,D2,PolyIC,0.0,0.0,100.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,0.5587848,P80162,F5,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,5.0,-12.359365463256836,-5.982370376586914,Plate control,-5.982370376586914,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6572,66,F,6,F6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-2.614724,P80162,F6,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,3.0,-14.098306655883789,-7.721311092376709,Plate control,-7.721311092376709,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6573,67,F,7,F7,D2,PMAi,0.0,0.0,0.0,0.1,10.0,36.1 - CXCL6 - nEL xDR,-0.6610804,P80162,F7,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,7.0,-13.054289817810059,-6.6772942543029785,Plate control,-6.6772942543029785,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6574,68,F,8,F8,D2,PMAi,0.0,0.0,0.0,0.5,50.0,36.1 - CXCL6 - nEL xDR,14.98424,P80162,F8,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,197.0,-7.400576114654541,-1.0235810279846191,Plate control,-1.0235810279846191,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6575,69,F,9,F9,D2,PMAi,0.0,0.0,0.0,1.0,100.0,36.1 - CXCL6 - nEL xDR,-1.228071,P80162,F9,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,12.0,-11.264686584472656,-4.887691974639893,Plate control,-4.887691974639893,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6576,70,F,10,F10,D2,PMAi,0.0,0.0,0.0,5.0,500.0,36.1 - CXCL6 - nEL xDR,-0.898824,P80162,F10,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-14.558659553527832,-8.18166446685791,Plate control,-8.18166446685791,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6577,71,F,11,F11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,36.1 - CXCL6 - nEL xDR,-1.583907,P80162,F11,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,2.0,-13.600319862365723,-7.223324298858643,Plate control,-7.223324298858643,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6578,73,G,1,G1,D3,unstimulated,0.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.9109389,P80162,G1,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-16.676218032836914,-10.299223899841309,Plate control,-10.299223899841309,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6579,74,G,2,G2,D3,PolyIC,0.0,0.0,0.4,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.03939972,P80162,G2,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,13.0,-13.374297142028809,-6.997302532196045,Plate control,-6.997302532196045,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6580,75,G,3,G3,D3,PolyIC,0.0,0.0,2.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-2.303736,P80162,G3,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-16.75753402709961,-10.380537986755371,Plate control,-10.380537986755371,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6581,76,G,4,G4,D3,PolyIC,0.0,0.0,10.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.3748102,P80162,G4,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-16.18185043334961,-9.804856300354004,Plate control,-9.804856300354004,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6582,77,G,5,G5,D3,PolyIC,0.0,0.0,100.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.8722658,P80162,G5,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-15.694494247436523,-9.317499160766602,Plate control,-9.317499160766602,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6583,78,G,6,G6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-1.099685,P80162,G6,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-16.148914337158203,-9.771918296813965,Plate control,-9.771918296813965,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6584,79,G,7,G7,D3,PMAi,0.0,0.0,0.0,0.1,10.0,36.1 - CXCL6 - nEL xDR,-2.20632,P80162,G7,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-16.103553771972656,-9.72655963897705,Plate control,-9.72655963897705,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6585,80,G,8,G8,D3,PMAi,0.0,0.0,0.0,0.5,50.0,36.1 - CXCL6 - nEL xDR,-0.8584718,P80162,G8,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,53.0,-9.435964584350586,-3.0589699745178223,Plate control,-3.0589699745178223,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6586,81,G,9,G9,D3,PMAi,0.0,0.0,0.0,1.0,100.0,36.1 - CXCL6 - nEL xDR,0.4149463,P80162,G9,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,64.0,-8.826300621032715,-2.449305295944214,Plate control,-2.449305295944214,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6587,82,G,10,G10,D3,PMAi,0.0,0.0,0.0,5.0,500.0,36.1 - CXCL6 - nEL xDR,-2.900641,P80162,G10,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,3.0,-12.870172500610352,-6.4931769371032715,Plate control,-6.4931769371032715,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6588,83,G,11,G11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,36.1 - CXCL6 - nEL xDR,-1.594053,P80162,G11,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-14.352526664733887,-7.975531101226807,Plate control,-7.975531101226807,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6589,85,H,1,H1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-2.048258,P80162,H1,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,2.0,-14.778385162353516,-8.401390075683594,Plate control,-8.401390075683594,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6590,86,H,2,H2,D4,PolyIC,0.0,0.0,0.4,0.0,0.0,36.1 - CXCL6 - nEL xDR,0.4511162,P80162,H2,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,6.0,-13.292609214782715,-6.915614128112793,Plate control,-6.915614128112793,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6591,87,H,3,H3,D4,PolyIC,0.0,0.0,2.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,0.2412701,P80162,H3,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-15.797534942626953,-9.420539855957031,Plate control,-9.420539855957031,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6592,88,H,4,H4,D4,PolyIC,0.0,0.0,10.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-1.841103,P80162,H4,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,4.0,-13.137991905212402,-6.7609968185424805,Plate control,-6.7609968185424805,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6593,89,H,5,H5,D4,PolyIC,0.0,0.0,100.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-0.2521159,P80162,H5,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-15.524786949157715,-9.147791862487793,Plate control,-9.147791862487793,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6594,90,H,6,H6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,36.1 - CXCL6 - nEL xDR,-2.966441,P80162,H6,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,10.0,-12.642548561096191,-6.265552997589111,Plate control,-6.265552997589111,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6595,91,H,7,H7,D4,PMAi,0.0,0.0,0.0,0.1,10.0,36.1 - CXCL6 - nEL xDR,-1.283613,P80162,H7,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-15.969948768615723,-9.5929536819458,Plate control,-9.5929536819458,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6596,92,H,8,H8,D4,PMAi,0.0,0.0,0.0,0.5,50.0,36.1 - CXCL6 - nEL xDR,0.3677474,P80162,H8,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,145.0,-7.822246551513672,-1.445251703262329,Plate control,-1.445251703262329,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6597,93,H,9,H9,D4,PMAi,0.0,0.0,0.0,1.0,100.0,36.1 - CXCL6 - nEL xDR,-2.159545,P80162,H9,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,58.0,-9.23403263092041,-2.8570377826690674,Plate control,-2.8570377826690674,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6598,94,H,10,H10,D4,PMAi,0.0,0.0,0.0,5.0,500.0,36.1 - CXCL6 - nEL xDR,-2.566695,P80162,H10,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-14.404609680175781,-8.02761459350586,Plate control,-8.02761459350586,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6599,95,H,11,H11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,36.1 - CXCL6 - nEL xDR,-1.153184,P80162,H11,SAMPLE,Nomic_07022025,E50008,OID20613,CXCL6,assay,Inflammation,C,1.0,-14.504012107849121,-8.1270170211792,Plate control,-8.1270170211792,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.9999990000010001
6688,1,A,1,A1,D1,unstimulated,0.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,-4.203161,Q07325,A1,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,3554.0,-4.054323673248291,-3.7635281085968018,Plate control,-3.7635281085968018,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6689,2,A,2,A2,D1,ConA,0.0,0.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,42.85665,Q07325,A2,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,116424.0,1.6778935194015503,1.968689203262329,Plate control,1.968689203262329,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6690,3,A,3,A3,D1,ConA,0.0,2.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,66.48461,Q07325,A3,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,272693.0,3.2111830711364746,3.501978874206543,Plate control,3.501978874206543,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6691,4,A,4,A4,D1,ConA,0.0,12.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,64.00629,Q07325,A4,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,215961.0,3.114295244216919,3.4050910472869873,Plate control,3.4050910472869873,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6692,5,A,5,A5,D1,ConA,0.0,25.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,56.93033,Q07325,A5,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,126544.0,2.4559245109558105,2.7467200756073,Plate control,2.7467200756073,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6693,6,A,6,A6,D1,ConA,0.0,12.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,62.26173,Q07325,A6,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,196987.0,2.918191432952881,3.208987236022949,Plate control,3.208987236022949,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6694,7,A,7,A7,D1,LPS,0.1,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,10.21125,Q07325,A7,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,14093.0,-0.8350632786750793,-0.5442675352096558,Plate control,-0.5442675352096558,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6695,8,A,8,A8,D1,LPS,5.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,4.834783,Q07325,A8,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,10230.0,-1.2288450002670288,-0.9380492568016052,Plate control,-0.9380492568016052,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6696,9,A,9,A9,D1,LPS,100.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,6.989726,Q07325,A9,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,11274.0,-1.2058449983596802,-0.9150493144989014,Plate control,-0.9150493144989014,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6697,10,A,10,A10,D1,LPS,2000.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,4.564963,Q07325,A10,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,12886.0,-0.8680222034454346,-0.577226459980011,Plate control,-0.577226459980011,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6698,11,A,11,A11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,2.952343,Q07325,A11,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,10857.0,-0.9580703973770142,-0.6672746539115906,Plate control,-0.6672746539115906,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6699,13,B,1,B1,D2,unstimulated,0.0,0.0,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,54.47393,Q07325,B1,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,272534.0,2.2439496517181396,2.534745216369629,Plate control,2.534745216369629,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6700,14,B,2,B2,D2,ConA,0.0,0.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,92.96417,Q07325,B2,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,757631.0,5.010333061218262,5.30112886428833,Plate control,5.30112886428833,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
6701,15,B,3,B3,D2,ConA,0.0,2.5,0.0,0.0,0.0,38.1 - CXCL9 - nEL xDR,121.5624,Q07325,B3,SAMPLE,Nomic_07022025,E50008,OID20675,CXCL9,assay,Inflammation,D,657637.0,5.913833141326904,6.2046284675598145,Plate control,6.2046284675598145,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
