,cytokine,stimulus,stimulus_concentration,sensor,pvalue,qvalue,foldchange,log2fc,pairs
0,IFN beta,ConA,12500,Activin A,3.365014436721508e-13,12.473013068208195,0.32349111853424783,-1.6282019913944297,IFN beta | Activin A
0,LIF,ConA,500,IL-2,0.03335854106354037,1.4767929514968017,0.49408795193052957,-1.017160218017132,LIF | IL-2
0,GM-CSF,ConA,2500,CXCL10,5.607437348172585e-07,6.251235570084706,0.5640856153845897,-0.8260139473044854,GM-CSF | CXCL10
0,IL-23,ConA,500,IFN gamma,0.006254407388634288,2.2038138338584248,3.480368065447567,1.7992398859926024,IL-23 | IFN gamma
0,IL-17B,ConA,2500,IL-1 alpha,5.664274824358908e-07,6.246855683318457,1.7519178651545564,0.8089351389163326,IL-17B | IL-1 alpha
0,IL-17B,ConA,2500,IL-1 beta,0.0007680104836209805,3.114632851651213,3.3228301742230624,1.7324125605390943,IL-17B | IL-1 beta
0,IL-17B,ConA,2500,IL-12 p40,0.0006386186788416804,3.194758383010426,1.8765896577559424,0.9081132194601033,IL-17B | IL-12 p40
0,IL-17B,ConA,500,GM-CSF,0.047375616229215725,1.324445127985192,2.095827320536853,1.0675198552018081,IL-17B | GM-CSF
0,IL-17B,ConA,500,IL-1 alpha,8.280757680794875e-07,6.081929923899464,1.8666403882133236,0.9004440164163111,IL-17B | IL-1 alpha
0,IL-17B,ConA,500,IL-1 beta,0.015427423969641856,1.811706585224473,2.735653497659222,1.4518855076849735,IL-17B | IL-1 beta
0,IL-17B,ConA,500,IL-10,0.013386319271453114,1.873338821034538,1.6776195884986016,0.7464156120793333,IL-17B | IL-10
0,IL-7,ConA,12500,IL-10,2.097772380994963e-06,5.678241636752916,2.0309669816300904,1.0221667852639327,IL-7 | IL-10
0,IL-7,ConA,12500,IL-22,2.170274278934194e-07,6.66348537661218,3.760627477078511,1.9109734019407083,IL-7 | IL-22
0,IL-7,ConA,12500,IL-4,2.767915959324167e-06,5.557847100254245,7.941773563817196,2.989461227266927,IL-7 | IL-4
0,IL-7,ConA,12500,TNF beta,0.00019216229548887624,3.716331822013412,2.3917859132100094,1.2580882608684527,IL-7 | TNF beta
0,IL-7,ConA,2500,IL-22,0.005382316858296132,2.269030738798404,2.0011302323765126,1.0008150600421963,IL-7 | IL-22
0,IL-7,ConA,500,CCL5,0.00022290927646991223,3.651871857783267,2.5975347314403425,1.377143039424677,IL-7 | CCL5
0,IL-7,ConA,500,CXCL10,6.605675912095053e-07,6.180082737493143,1.6159742423395316,0.6924042025790773,IL-7 | CXCL10
0,IL-7,ConA,500,CXCL9,0.009392165893179852,2.0272342451151664,1.6373885454651982,0.7113967079465455,IL-7 | CXCL9
0,IL-7,ConA,500,IFN gamma,1.7503771934911683e-07,6.756868353942107,3.480368065447567,1.7992398859926024,IL-7 | IFN gamma
0,IL-7,ConA,500,IL-22,1.4280733537191306e-05,4.845249484228435,2.585797008964765,1.3706090247017475,IL-7 | IL-22
0,IL-7,ConA,500,TNF alpha,0.006068973411533353,2.2168847651705383,1.684242663568341,0.75210001507011,IL-7 | TNF alpha
0,IL-12 p70,ConA,12500,CCL3,2.0265152276934317e-33,32.69325012852313,0.08472752999104914,-3.561025378088537,IL-12 p70 | CCL3
0,IL-12 p70,ConA,12500,CCL5,1.9437363867299188e-13,12.711362635269618,0.17337492955364336,-2.528032798539667,IL-12 p70 | CCL5
0,IL-12 p70,ConA,12500,CCL7,1.831045226565372e-15,14.737300928551825,0.6637184856586398,-0.5913566386517266,IL-12 p70 | CCL7
0,IL-12 p70,ConA,12500,CXCL1,5.197889847168601e-16,15.28417292823511,0.42291907259031064,-1.2415464711226838,IL-12 p70 | CXCL1
0,IL-12 p70,ConA,12500,CXCL16,1.886526861076049e-07,6.724337006771464,0.6306806687475476,-0.6650183816394024,IL-12 p70 | CXCL16
0,IL-12 p70,ConA,12500,CXCL5,1.9212390933148627e-26,25.716418584932207,0.1737459372275569,-2.5249488517860916,IL-12 p70 | CXCL5
0,IL-12 p70,ConA,12500,CXCL7,2.873018596355291e-05,4.541661562915693,0.5688799608419758,-0.8138038328089732,IL-12 p70 | CXCL7
0,IL-12 p70,ConA,12500,IL-1 beta,3.822512555726711e-06,5.417651079395336,0.3757506438649443,-1.4121525186233905,IL-12 p70 | IL-1 beta
0,IL-12 p70,ConA,12500,IL-1 RA RN,0.0002251450046577164,3.6475376843823977,0.6190255208417474,-0.6919292055886213,IL-12 p70 | IL-1 RA RN
0,IL-12 p70,ConA,12500,IL-2,0.0015399140640800456,2.8125035145772963,0.4855289288703436,-1.0423708377713985,IL-12 p70 | IL-2
0,IL-12 p70,ConA,12500,IL-6,7.653514808549876e-16,15.11613907316044,0.6325296265715247,-0.6607950402079733,IL-12 p70 | IL-6
0,IL-12 p70,ConA,12500,MMP-1,0.01595838432365192,1.7970110800806158,0.2750872555631069,-1.8620387918810235,IL-12 p70 | MMP-1
0,IL-12 p70,ConA,12500,TIMP1,9.673778127697764e-11,10.014403877565876,0.502254710571212,-0.993508905046051,IL-12 p70 | TIMP1
0,IL-12 p70,ConA,12500,TNF alpha,3.282137201355986e-12,11.483843268332778,0.28627709130763923,-1.8045158684174167,IL-12 p70 | TNF alpha
0,IL-12 p70,ConA,2500,CCL24,0.03199197190284807,1.4949589902962463,0.6325533289686037,-0.660740979989112,IL-12 p70 | CCL24
0,IL-12 p70,ConA,2500,CCL3,4.359052615338267e-33,32.36060788885954,0.0905353375669915,-3.465375177889418,IL-12 p70 | CCL3
0,IL-12 p70,ConA,2500,CCL5,3.54234285126214e-05,4.450709407232521,0.3921258172832926,-1.3506114638963944,IL-12 p70 | CCL5
0,IL-12 p70,ConA,2500,CXCL1,2.4332651656226546e-11,10.61381056115069,0.4522953091652204,-1.1446630612863053,IL-12 p70 | CXCL1
0,IL-12 p70,ConA,2500,CXCL16,2.7212347522338317e-07,6.565233991405791,0.5567348293363861,-0.844937753844407,IL-12 p70 | CXCL16
0,IL-12 p70,ConA,2500,CXCL5,7.712464967406861e-16,15.112806795664886,0.16191470885052206,-2.626694044257308,IL-12 p70 | CXCL5
0,IL-12 p70,ConA,2500,CXCL7,0.0004130755472262401,3.3839705131304862,0.5153538975758528,-0.956364612236974,IL-12 p70 | CXCL7
0,IL-12 p70,ConA,2500,IL-1 beta,0.011403568452893685,1.9429592261287267,0.5760265118629879,-0.7957928810443554,IL-12 p70 | IL-1 beta
0,IL-12 p70,ConA,2500,TIMP1,8.402939640237633e-08,7.075568756057611,0.5007592686615848,-0.9978108754477776,IL-12 p70 | TIMP1
0,IL-12 p70,ConA,2500,TNF alpha,1.6466666628443137e-07,6.783394306804129,0.31939430351672027,-1.6465895127627173,IL-12 p70 | TNF alpha
0,IL-12 p70,ConA,500,CCL1,1.1435663447979234e-08,7.9417386344294965,0.5910056208324337,-0.7587562434887575,IL-12 p70 | CCL1
0,IL-12 p70,ConA,500,CCL22,0.0009648628442219486,3.015534417465573,0.48166209058267984,-1.0539067144139607,IL-12 p70 | CCL22
0,IL-12 p70,ConA,500,CCL24,9.606999921462102e-10,9.017412212848726,0.3382087728946573,-1.564014012172396,IL-12 p70 | CCL24
0,IL-12 p70,ConA,500,CCL3,1.3609814333543604e-32,31.86614779944527,0.08632363893958131,-3.5341005074159733,IL-12 p70 | CCL3
0,IL-12 p70,ConA,500,CCL4,2.292612033231455e-18,17.63966943244077,0.6306620007673343,-0.6650610856612833,IL-12 p70 | CCL4
0,IL-12 p70,ConA,500,CXCL1,1.449478409921317e-10,9.838788249106408,0.3991202423544457,-1.3251046443924805,IL-12 p70 | CXCL1
0,IL-12 p70,ConA,500,CXCL16,2.4942409696806736e-06,5.60306159145602,0.5188449394645805,-0.9466246516608346,IL-12 p70 | CXCL16
0,IL-12 p70,ConA,500,CXCL5,1.4771857222197603e-16,15.83056489868633,0.15758272567111067,-2.66581870066753,IL-12 p70 | CXCL5
0,IL-12 p70,ConA,500,CXCL7,3.700300623488136e-05,4.431762991117227,0.5392294833917529,-0.8910287141313267,IL-12 p70 | CXCL7
0,IL-12 p70,ConA,500,CXCL9,0.026462003385857403,1.5773772793289063,1.5415193961184013,0.6243530422234104,IL-12 p70 | CXCL9
0,IL-12 p70,ConA,500,IFN gamma,0.0054406792733582504,2.264346874887365,3.480368065447567,1.7992398859926024,IL-12 p70 | IFN gamma
0,IL-12 p70,ConA,500,IL-1 beta,9.870291584409853e-05,4.005670017378011,0.41571955203531236,-1.2663174927969882,IL-12 p70 | IL-1 beta
0,IL-12 p70,ConA,500,IL-6,1.8945993927489483e-14,13.72248260622951,0.4947791105785135,-1.0151435034270924,IL-12 p70 | IL-6
0,IL-12 p70,ConA,500,TIMP1,4.850551734600339e-09,8.314208858992757,0.44903207412424034,-1.1551095952944175,IL-12 p70 | TIMP1
0,IL-12 p70,ConA,500,TNF alpha,0.0006857626753416389,3.163826156337279,0.4342269165716875,-1.2034789373338728,IL-12 p70 | TNF alpha
0,IFN beta,control,0,Activin A,5.057485781407128e-25,24.296065329529004,0.3374435521012624,-1.567281908026525,IFN beta | Activin A
0,IFN beta,control,0,CCL1,1.3251748087243178e-143,142.87772682855223,0.13654424273733348,-2.8725596094139876,IFN beta | CCL1
0,IFN beta,control,0,CCL22,1.0808951109918611e-16,15.966216447515302,0.07847484252045214,-3.6716259610956006,IFN beta | CCL22
0,IFN beta,control,0,CCL24,2.3460293466327512e-120,119.62966655956876,0.04998965840034858,-4.322226521241125,IFN beta | CCL24
0,IFN beta,control,0,CCL5,0.002588677135875969,2.5869221121187107,1.6451681160787366,0.7182350172981099,IFN beta | CCL5
0,IFN beta,control,0,CCL7,8.746241535937001e-05,4.05817853336251,3.046054841693735,1.6069419165879555,IFN beta | CCL7
0,IFN beta,control,0,CCL8,8.089667629809704e-59,58.09206932134259,2.0248149298166696,1.017790050201032,IFN beta | CCL8
0,IFN beta,control,0,CD14,0.0003660570680156926,3.436451203151274,0.6248622462821438,-0.6783899187289558,IFN beta | CD14
0,IFN beta,control,0,CXCL1,1.8321679313335304e-87,86.73703472263922,0.07184846221865643,-3.798898910938461,IFN beta | CXCL1
0,IFN beta,control,0,CXCL10,2.1807039924157333e-164,163.6614032813195,5.379478883179096,2.4274664238847654,IFN beta | CXCL10
0,IFN beta,control,0,CXCL5,2.0429082770566006e-167,166.68975113197862,0.013014251976122408,-6.263763797844606,IFN beta | CXCL5
0,IFN beta,control,0,G-CSF,2.4591041958577654e-13,12.609223069176142,0.23586924354449992,-2.083940786011903,IFN beta | G-CSF
0,IFN beta,control,0,GM-CSF,8.499200985923514e-06,5.070621900605124,0.6379354497941313,-0.648517644209566,IFN beta | GM-CSF
0,IFN beta,control,0,IFN gamma,0.000291384521131233,3.5355335224556685,2.570261338397702,1.3619150568673424,IFN beta | IFN gamma
0,IFN beta,control,0,IL-1 alpha,1.9829509877705152e-11,10.702688020037696,0.2686543377108392,-1.89617696280401,IFN beta | IL-1 alpha
0,IFN beta,control,0,IL-1 beta,1.1188633076936553e-15,14.951222968288924,0.1282500178755712,-2.9629690679712426,IFN beta | IL-1 beta
0,IFN beta,control,0,IL-1 RA RN,3.867625158495917e-11,10.412555623390809,2.746221170977984,1.4574478197398935,IFN beta | IL-1 RA RN
0,IFN beta,control,0,IL-10,0.008594153314943719,2.0657969030095584,0.5947967643677912,-0.749531295585865,IFN beta | IL-10
0,IFN beta,control,0,IL-12 p40,1.8413062629802494e-24,23.734873969638226,0.13928205076907518,-2.8439187445930525,IFN beta | IL-12 p40
0,IFN beta,control,0,IL-6,1.3285100922996127e-10,9.876635142033996,0.3820816719122691,-1.3880470402159188,IFN beta | IL-6
0,IFN beta,control,0,MMP-1,0.004810817185822209,2.3177811462562685,0.24004748630118194,-2.0586082662426852,IFN beta | MMP-1
0,IFN beta,control,0,TNF alpha,6.593656693727123e-17,16.18087366864286,0.18422010241108158,-2.4404975955299646,IFN beta | TNF alpha
0,IFN beta,control,0,TNF RII,0.0002377208353135214,3.6239327523688356,0.5318516409614099,-0.910904230174173,IFN beta | TNF RII
0,IL-15,control,0,Activin A,4.84910198326401e-13,12.314338681979947,1.748542518370773,0.8061528777038341,IL-15 | Activin A
0,IL-15,control,0,CCL5,9.135936390318388e-15,14.039246932897472,3.2852392275818123,1.7159984298716637,IL-15 | CCL5
0,IL-15,control,0,CXCL10,2.0078958422229335e-44,43.69725881957536,2.240711871617295,1.1639571476820787,IL-15 | CXCL10
0,IL-15,control,0,CXCL9,6.131234710194438e-49,48.212452058299256,2.0402519787509115,1.0287473414344477,IL-15 | CXCL9
0,IL-15,control,0,IFN gamma,2.7802573722772117e-39,38.555914998979034,36.0885476944247,5.173469181148004,IL-15 | IFN gamma
0,IL-15,control,0,IL-22,5.424205894495334e-54,53.265663833678964,2.289281219747964,1.194894697238466,IL-15 | IL-22
0,IL-15,control,0,TNF alpha,0.0007281534454644372,3.137777091159038,3.0405486693643424,1.6043316825990215,IL-15 | TNF alpha
0,MMP-2,control,0,IL-1 beta,0.0498523548782729,1.3023143220768154,0.39318302368911645,-1.3467270625482626,MMP-2 | IL-1 beta
0,GDF-15 (MIC-1),control,0,IL-1 beta,0.035228265613156944,1.4531087378342855,0.4400389927627509,-1.1842967252897987,GDF-15 (MIC-1) | IL-1 beta
0,IL-1 RA RN,control,0,Activin A,2.0735229606629971e-22,21.683291151216757,0.3374435521012624,-1.567281908026525,IL-1 RA RN | Activin A
0,IL-1 RA RN,control,0,CCL1,3.5955397515863013e-79,78.44423590540903,0.13654424273733348,-2.8725596094139876,IL-1 RA RN | CCL1
0,IL-1 RA RN,control,0,CCL3,0.02038403812230328,1.6907097771248423,0.5348254476632667,-0.9028599825896927,IL-1 RA RN | CCL3
0,IL-1 RA RN,control,0,CCL7,0.016103212279150746,1.793087481983367,0.6283221149405974,-0.6704237356315421,IL-1 RA RN | CCL7
0,IL-1 RA RN,control,0,CXCL1,7.615468079374389e-33,32.118303397903524,0.1958906071571813,-2.3518798720272978,IL-1 RA RN | CXCL1
0,IL-1 RA RN,control,0,G-CSF,1.0304330080867175e-16,15.986980237910975,0.19187454623723674,-2.3817647562198543,IL-1 RA RN | G-CSF
0,IL-1 RA RN,control,0,GM-CSF,0.00011815014670893862,3.92756573476083,0.6379354497941313,-0.648517644209566,IL-1 RA RN | GM-CSF
0,IL-1 RA RN,control,0,IFN gamma,0.005945474404363609,2.225813486213126,0.4884922880867294,-1.0335923085930967,IL-1 RA RN | IFN gamma
0,IL-1 RA RN,control,0,IL-1 alpha,1.105414321581419e-15,14.956474913063914,0.23850963687513427,-2.067880536031467,IL-1 RA RN | IL-1 alpha
0,IL-1 RA RN,control,0,IL-1 beta,2.5232134187489286e-44,43.59804601437935,0.036369105853111254,-4.781142732695503,IL-1 RA RN | IL-1 beta
0,IL-1 RA RN,control,0,IL-10,6.018535448618054e-06,5.220509177174934,0.5947967643677912,-0.749531295585865,IL-1 RA RN | IL-10
0,IL-1 RA RN,control,0,IL-12 p40,1.6040684645819886e-24,23.7947770991718,0.13928205076907518,-2.8439187445930525,IL-1 RA RN | IL-12 p40
0,IL-1 RA RN,control,0,IL-6,1.0861109469673451e-28,27.96412580900627,0.19168466840522852,-2.3831931449459383,IL-1 RA RN | IL-6
0,IL-1 RA RN,control,0,MMP-1,0.026071662171577185,1.5838312799581626,0.30860623438381973,-1.69616088772995,IL-1 RA RN | MMP-1
0,IL-1 RA RN,control,0,TNF alpha,3.0405231367340823e-52,51.51705168749298,0.061599791643463624,-4.020930718650816,IL-1 RA RN | TNF alpha
0,IL-1 RA RN,control,0,TNF RII,0.0001761063075693094,3.754225088703436,0.49849463245598946,-1.0043501244079551,IL-1 RA RN | TNF RII
0,IL-17E (IL-25),control,0,IL-1 beta,0.0467893156651463,1.3298533066997658,0.41446164473108144,-1.2706894974283298,IL-17E (IL-25) | IL-1 beta
0,G-CSF,control,0,TNF alpha,0.04511406369454031,1.3456880516292296,0.6062547774004277,-0.7220038839501335,G-CSF | TNF alpha
0,TGF-beta 3,control,0,Activin A,2.9176169101475643e-07,6.534971732569757,0.4984160444063147,-1.0045775842845623,TGF-beta 3 | Activin A
0,TGF-beta 3,control,0,G-CSF,4.8727742242225144e-05,4.312223710811581,0.5531462238597856,-0.8542671884747333,TGF-beta 3 | G-CSF
0,TGF-beta 3,control,0,GM-CSF,0.017082057212791827,1.7674598278880773,0.6379354497941313,-0.648517644209566,TGF-beta 3 | GM-CSF
0,TGF-beta 3,control,0,IFN gamma,0.01696608162790978,1.7704184478338536,0.4884922880867294,-1.0335923085930967,TGF-beta 3 | IFN gamma
0,TGF-beta 3,control,0,IL-1 alpha,4.502706818302149e-08,7.346526330038792,0.38591889466717333,-1.373630414637865,TGF-beta 3 | IL-1 alpha
0,TGF-beta 3,control,0,IL-1 beta,8.374676592596792e-15,14.077031955247842,0.1979273346841964,-2.336957225856721,TGF-beta 3 | IL-1 beta
0,TGF-beta 3,control,0,IL-10,0.011002285094578266,1.9585171056689303,0.5947967643677912,-0.749531295585865,TGF-beta 3 | IL-10
0,TGF-beta 3,control,0,IL-12 p40,2.001063266828726e-14,13.698739180229234,0.23664251603638892,-2.0792187981984434,TGF-beta 3 | IL-12 p40
0,TGF-beta 3,control,0,MMP-1,0.03499303513405951,1.456018387188215,0.265573944769865,-1.9128144828229827,TGF-beta 3 | MMP-1
0,TGF-beta 3,control,0,TNF alpha,1.1326848956066023e-16,15.945890890783174,0.21886463905715278,-2.191889211075665,TGF-beta 3 | TNF alpha
0,TGF-beta 3,control,0,VEGF-A (165),1.518836867056291e-59,58.81848886968026,1.856689506383972,0.8927325739954374,TGF-beta 3 | VEGF-A (165)
0,PTX3 (Pentraxin 3),control,0,IL-1 beta,0.00016061090609805018,3.7942249677909197,0.23997836745714057,-2.059023733090726,PTX3 (Pentraxin 3) | IL-1 beta
0,PTX3 (Pentraxin 3),control,0,TNF alpha,0.00153727120594806,2.813249507349696,0.45475856070067844,-1.1368272984307932,PTX3 (Pentraxin 3) | TNF alpha
0,IL-3,control,0,IL-10,0.00036260215765153333,3.440569615978605,2.226255187687639,1.1546189731427325,IL-3 | IL-10
0,Activin A,control,0,IL-1 alpha,2.0259379103337027e-05,4.693373868754938,0.541989558037881,-0.8836630379799539,Activin A | IL-1 alpha
0,Activin A,control,0,IL-1 beta,5.369956098300551e-08,7.270029264830008,0.267822717731649,-1.9006497542075447,Activin A | IL-1 beta
0,Activin A,control,0,IL-12 p40,1.4900049140598396e-07,6.826812299275274,0.3450812889625534,-1.5349918449701072,Activin A | IL-12 p40
0,Activin A,control,0,TNF alpha,9.046914058861124e-09,8.04349953524312,0.26225109353096726,-1.9309793063425342,Activin A | TNF alpha
0,FAS-L,control,0,IL-1 beta,0.016206178921739842,1.79031937064331,0.34484934732210315,-1.535961858619193,FAS-L | IL-1 beta
0,FAS-L,control,0,Procalcitonin,6.5572122267664816e-06,5.183280759993385,1.5244205227878993,0.6082609359372296,FAS-L | Procalcitonin
0,FAS-L,control,0,TNF alpha,0.0038402405488529795,2.4156415710055184,0.46341499735600034,-1.1096233604364298,FAS-L | TNF alpha
0,CCL24,control,0,CCL3,0.03516047953768894,1.4539452104141934,0.48349582881138103,-1.0484246514708573,CCL24 | CCL3
0,GDNF,control,0,IL-1 alpha,9.05742826653763e-05,4.042995096826436,0.5959806977719997,-0.746662488494486,GDNF | IL-1 alpha
0,GDNF,control,0,IL-1 beta,1.555231165103728e-07,6.808205049551954,0.20838698781984774,-2.2626628997751053,GDNF | IL-1 beta
0,GDNF,control,0,IL-12 p40,0.00017851434057787827,3.74832689000739,0.6097864043260384,-0.7136241102170704,GDNF | IL-12 p40
0,GDNF,control,0,TNF alpha,6.386778559967773e-06,5.19471814127919,0.33420390411393996,-1.5811995080683887,GDNF | TNF alpha
0,Flt-3 Ligand,control,0,TNF alpha,0.0312408496705938,1.5052771629435127,0.5324831239361963,-0.9091922923646083,Flt-3 Ligand | TNF alpha
0,M-CSF,control,0,IL-10,0.005973728046266213,2.223754552521028,1.8365344763626932,0.8769859793315475,M-CSF | IL-10
0,CCL28,control,0,IL-1 beta,0.020174317308738105,1.6952011527181283,0.34965977391041503,-1.5159762620145787,CCL28 | IL-1 beta
0,IL-4,control,0,Activin A,2.7953411186321006e-32,31.553565187097764,0.3374435521012624,-1.567281908026525,IL-4 | Activin A
0,IL-4,control,0,CCL1,1.190346429177272e-113,112.92432662651949,0.13698403347663063,-2.8679203489021035,IL-4 | CCL1
0,IL-4,control,0,CCL17,7.8956666388606565e-168,167.10261119619955,10.757738806326957,3.4273029612837065,IL-4 | CCL17
0,IL-4,control,0,CCL2,9.16016836642977e-117,116.03809654380602,0.0303495231100462,-5.042182342558241,IL-4 | CCL2
0,IL-4,control,0,CCL3,2.7624232067661926e-08,7.558709786190543,0.279682288100633,-1.8381392020974932,IL-4 | CCL3
0,IL-4,control,0,CCL5,1.3553566091291634e-06,5.867946422132183,0.6443224950087865,-0.6341451309349458,IL-4 | CCL5
0,IL-4,control,0,CCL7,2.2223500827192975e-06,5.653187526395439,0.4065168353142811,-1.2986129941947169,IL-4 | CCL7
0,IL-4,control,0,CD14,0.0006430043751502853,3.191786072025759,0.6393829473245092,-0.6452478276823371,IL-4 | CD14
0,IL-4,control,0,CXCL1,5.731408934181291e-105,104.24173860366535,0.04977932639499522,-4.3283094816167855,IL-4 | CXCL1
0,IL-4,control,0,CXCL5,5.522478238542243e-52,51.257865986800965,0.0838784891451621,-3.575555314539705,IL-4 | CXCL5
0,IL-4,control,0,G-CSF,9.894761546386624e-22,21.004594667383437,0.1913330244452463,-2.385842187792944,IL-4 | G-CSF
0,IL-4,control,0,GM-CSF,3.089280805457848e-05,4.510142613965259,0.6379354497941313,-0.648517644209566,IL-4 | GM-CSF
0,IL-4,control,0,IFN gamma,0.0036691400972011737,2.435435705447703,0.4884922880867294,-1.0335923085930967,IL-4 | IFN gamma
0,IL-4,control,0,IL-1 alpha,8.789032374451212e-17,16.05605893579862,0.23850963687513427,-2.067880536031467,IL-4 | IL-1 alpha
0,IL-4,control,0,IL-1 beta,8.977070860713797e-63,62.046865346689614,0.014526770217324804,-6.105142210093792,IL-4 | IL-1 beta
0,IL-4,control,0,IL-10,2.1533196806619408e-05,4.666891490268841,0.5947967643677912,-0.749531295585865,IL-4 | IL-10
0,IL-4,control,0,IL-12 p40,1.2863247459181792e-25,24.89064937545855,0.13928205076907518,-2.8439187445930525,IL-4 | IL-12 p40
0,IL-4,control,0,IL-6,7.445274897768574e-94,93.12811926240073,0.037524801002921174,-4.736011768637889,IL-4 | IL-6
0,IL-4,control,0,MMP-1,0.03418806291481643,1.4661255054987745,0.34329624320221475,-1.542474025367288,IL-4 | MMP-1
0,IL-4,control,0,TNF alpha,2.4817723504100174e-70,69.6052380582503,0.023845593671918346,-5.3901334885324665,IL-4 | TNF alpha
0,IL-4,control,0,TNF RII,1.0373725183578236e-06,5.984065261339195,0.4004382513663332,-1.3203483024799638,IL-4 | TNF RII
0,C5 C5a,control,0,CCL7,0.02799028757585673,1.5529926395128972,1.8381464117259416,0.8782516845042017,C5 C5a | CCL7
0,C5 C5a,control,0,IL-1 beta,0.0018594844598043999,2.7306074468018617,0.38967466252824196,-1.3596579674174802,C5 C5a | IL-1 beta
0,C5 C5a,control,0,IL-12 p40,0.0031533828717213394,2.501223295671074,0.5912181348889665,-0.7582375718290186,C5 C5a | IL-12 p40
0,C5 C5a,control,0,TNF alpha,0.0021335167597658364,2.6709039412062476,0.5377526733204837,-0.8949853031765101,C5 C5a | TNF alpha
0,EMMPRIN,control,0,IL-1 alpha,0.011988461486565112,1.92123654757398,0.6573380501609616,-0.6052925966938515,EMMPRIN | IL-1 alpha
0,EMMPRIN,control,0,IL-1 beta,0.0005260424047947357,3.2789792455305435,0.3189102579655809,-1.6487775912825795,EMMPRIN | IL-1 beta
0,EMMPRIN,control,0,TNF alpha,0.004093701563363421,2.3878838212017746,0.49401595115045405,-1.017370469526543,EMMPRIN | TNF alpha
0,IL-18,control,0,IFN gamma,1.6569800491174323e-17,16.780682720675635,10.61024559684956,3.40738614579189,IL-18 | IFN gamma
0,IL-18,control,0,IL-1 beta,0.04010747112994401,1.396774720440054,0.4131888207041861,-1.2751268739196617,IL-18 | IL-1 beta
0,IL-6,control,0,GM-CSF,0.032913670768811326,1.4826236793665872,0.6379354497941313,-0.648517644209566,IL-6 | GM-CSF
0,IL-6,control,0,IL-1 alpha,1.5900106130638048e-05,4.7985999768244145,0.537797231162645,-0.8948657673415152,IL-6 | IL-1 alpha
0,IL-6,control,0,IL-1 beta,3.570360397638891e-08,7.447287943325908,0.18423304136659502,-2.4403962693924273,IL-6 | IL-1 beta
0,IL-6,control,0,IL-12 p40,7.128894195428898e-05,4.146977830887007,0.4951245618637244,-1.0141365753993492,IL-6 | IL-12 p40
0,IL-6,control,0,TNF alpha,2.7358584557474116e-08,7.562906375328381,0.3270601452289616,-1.6123721281407537,IL-6 | TNF alpha
0,IL-24,control,0,IL-1 beta,0.008830484821570655,2.0540154516259808,0.46486622328195876,-1.1051124900111076,IL-24 | IL-1 beta
0,IL-24,control,0,TNF alpha,0.004173899229498848,2.379458040321088,0.5697838403916025,-0.811513388840708,IL-24 | TNF alpha
0,TGF-beta 2,control,0,Activin A,3.477539795938927e-05,4.458727891369622,0.6553958436715361,-0.6095615711270382,TGF-beta 2 | Activin A
0,TGF-beta 2,control,0,IFN gamma,0.005734386662726275,2.241513026452885,0.4884922880867294,-1.0335923085930967,TGF-beta 2 | IFN gamma
0,TGF-beta 2,control,0,IL-1 alpha,3.23128393328179e-05,4.490624878800774,0.4564174135051269,-1.1315742596625138,TGF-beta 2 | IL-1 alpha
0,TGF-beta 2,control,0,IL-1 beta,6.37751639674078e-09,8.195348416135673,0.19012764194767745,-2.3949597996090928,TGF-beta 2 | IL-1 beta
0,TGF-beta 2,control,0,IL-12 p40,2.582130095103428e-08,7.588021880519555,0.36080022217013746,-1.4707278679247313,TGF-beta 2 | IL-12 p40
0,TGF-beta 2,control,0,TNF alpha,1.3749927075520615e-10,9.86169960516339,0.23167932083609027,-2.109798816582891,TGF-beta 2 | TNF alpha
0,MMP-3,control,0,IL-1 beta,0.015530613750954625,1.8088113811429194,0.3875618032359611,-1.3675017042105058,MMP-3 | IL-1 beta
0,MMP-3,control,0,TNF alpha,0.004974222695986399,2.3032747752637057,0.5276143515392074,-0.9224442872864449,MMP-3 | TNF alpha
0,IL-21,control,0,IFN gamma,2.960002104808767e-05,4.528707980121295,3.1536088524405095,1.6570037312638541,IL-21 | IFN gamma
0,IL-2,control,0,Activin A,4.899757487591847e-07,6.309825414748436,1.5072461825686743,0.5919150754388965,IL-2 | Activin A
0,IL-2,control,0,CCL5,7.582377521043036e-08,7.120194596165965,2.4647727929217496,1.3014546625736796,IL-2 | CCL5
0,IL-2,control,0,CXCL10,6.627223198642083e-38,37.17866840253305,2.068539161330401,1.0486122707576544,IL-2 | CXCL10
0,IL-2,control,0,CXCL9,1.9980144954371644e-32,31.699401365326484,1.7286364949291042,0.7896345247935975,IL-2 | CXCL9
0,IL-2,control,0,IFN gamma,5.916921392120873e-31,30.22790420040271,36.0885476944247,5.173469181148004,IL-2 | IFN gamma
0,IL-2,control,0,IL-1 alpha,0.001789150528259833,2.7473531189952483,0.585128364151573,-0.7731749402595303,IL-2 | IL-1 alpha
0,IL-2,control,0,IL-1 beta,0.0015213241258594115,2.8177782474357227,0.3207376629673784,-1.6405343211330758,IL-2 | IL-1 beta
0,IL-2,control,0,IL-12 p40,0.0007100880069337285,3.1486878223272967,0.6211239630678258,-0.6870468666097098,IL-2 | IL-12 p40
0,IL-2,control,0,IL-22,2.779694849334135e-36,35.55600287765181,1.8542756986212308,0.8908557636306358,IL-2 | IL-22
